Strain ID,Soil sample name,Country of origin,Color of colony,Colony morphology,WT halo against AB?,WT halo against E. coli?,Frozen on:,Sent through co-ALE?,Sequenced?,Antibiotic susceptibility info?,Bioactive cmpd identified?,Comments,Strain,Description of soil sample,Location,GPS coordinates,Date of collection,Collected by:,Media for Isolation,Soil meta Comments
NBC 01240,Lv hultraeet,Denmark,dark green / gray,wrinkly,No,No,8/17/2020,,Yes,,,,NBC 01240,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01241,Lv hultraeet,Denmark,tan / gray,large folds,No,No,8/17/2020,,Yes,,,,NBC 01241,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01242,Lv hultraeet,Denmark,"green base, dark gray aerial mycelia",flat,No,No,8/17/2020,,Yes,,,,NBC 01242,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01243,Lv hultraeet,Denmark,tan / white / gray,flat,reduced ZOI,No,8/17/2020,Yes,Yes,,,,NBC 01243,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01244,Mstd2,Denmark,tan,wrinkly,No,No,8/17/2020,,Yes,,,,NBC 01244,2. Mønsted kalkgruber (inde),Mønsted,"56°27'17""N 9°10'10""E",2020-07-21,Sofie Hornslet, ISP4,
NBC 01245,Mstd1,Denmark,yellow,wrinkly,No,No,8/17/2020,,Yes,,,I've seen this one before,NBC 01245,1. Mønsted kalkgruber (inde),Mønsted,"56°27'17""N 9°10'10""E",2020-07-21,Sofie Hornslet, ISP4,
NBC 01246,Lv graeseng,Denmark,gray,fluffy,No,No,8/17/2020,,Yes,,,,NBC 01246,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01247,Lv graeseng,Denmark,tan,flat,No,No,8/17/2020,,Yes,,,,NBC 01247,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01248,Lv graeseng,Denmark,tan / light green / white,bumpy / fluffy,No,reduced ZOI,8/17/2020,,Yes,,,,NBC 01248,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01249,Lv graeseng,Denmark,tan / white,wrinkly / fluffy,No,unsure,8/17/2020,,,,,,NBC 01249,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01250,Anholt17,Denmark,tan / white / gray,"outer radial lines, bumpy interior",reduced ZOI,No,8/17/2020,,Yes,,,,NBC 01250,17. dry moss,"Ørkenen, Anholt",56.704055   11.557253,2020-06-28,Tue Jørgensen, ISP4,
NBC 01251,Anholt13,Denmark,tan / white,flat,4 mm,reduced ZOI,8/17/2020,,,,,,NBC 01251,13. soil under unknown fern (Polypodiophyta),"Gennem Landet, Anholt",56.711187   11.528578,2020-06-24,Tue Jørgensen, ISP4,
NBC 01252,Anholt13,Denmark,tan / white / gray,"outer radial lines, bumpy interior",No,No,8/17/2020,,,,,,NBC 01252,13. soil under unknown fern (Polypodiophyta),"Gennem Landet, Anholt",56.711187   11.528578,2020-06-24,Tue Jørgensen, ISP4,
NBC 01253,Mstd3,Denmark,red / white / gray,fluffy,No,No,8/17/2020,,,,,I've seen this one before,NBC 01253,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01254,Mstd3,Denmark,dark orange,wrinkly,No,No,8/17/2020,,,,,,NBC 01254,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01255,Mstd3,Denmark,tan / yellow,flat,reduced ZOI,reduced ZOI,8/17/2020,Yes,Yes,,,,NBC 01255,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01256,CWH 40,Denmark,tan / white,wrinkly,reduced ZOI,No,8/17/2020,,Yes,,,,NBC 01256,40),Trelde Naes,"55°37'26.2""N 9°50'29.4""E",2020-07-01,Christopher Whitford, ISP4,Chris' road trip around Denmark
NBC 01257,CWH 40,Denmark,gray / white,wrinkly,No,No,8/17/2020,,Yes,,,,NBC 01257,40),Trelde Naes,"55°37'26.2""N 9°50'29.4""E",2020-07-01,Christopher Whitford, ISP4,Chris' road trip around Denmark
NBC 01258,Ege-Hassel skoven,Denmark,orange / white,fluffy,4 mm,reduced ZOI,8/17/2020,Yes,,,,,NBC 01258,Ege-Hasselskoven,Livø,"56°53'42""N 9°4'49""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01259,CWH 55,Germany,tan / white / green,bumpy / fuzzy,No,No,8/31/2020,,Yes,,,,NBC 01259,55. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01260,Lv hultraeet,Denmark,black / gray,small bumps,No,No,8/18/2020,,Yes,,,,NBC 01260,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01261,Lv hultraeet,Denmark,tan / white / blue,"outer radial lines, bumpy interior",No,No,8/18/2020,,Yes,,,,NBC 01261,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01262,CWH 09,Denmark,tan,wrinkly,No,No,8/20/2020,,Yes,,,,NBC 01262,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01263,CWH 09,Denmark,tan / green / brown,flat,unsure,No,8/20/2020,,Yes,,,,NBC 01263,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01264,CWH 09,Denmark,tan / white,wrinkly,No,No,8/20/2020,,Yes,,,,NBC 01264,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01265,Lv graeseng,Denmark,brown / white / gray,small bumps,No,No,8/20/2020,,Yes,,,,NBC 01265,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01266,Lv hultraeet,Denmark,tan / white,flat /  wrinkly,No,No,8/20/2020,,Yes,,,,NBC 01266,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01267,Lv hultraeet,Denmark,tan,wrinkly,reduced ZOI,reduced ZOI,8/20/2020,Yes,Yes,,,,NBC 01267,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01268,CWH 53,Germany,white / gray,flat / small bumps,5 mm,10 mm,8/24/2020,,Yes,,,,NBC 01268,53. Compost pile,"Essen, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' sister's place
NBC 01269,CWH 53,Germany,white / gray,outer radial lines / bumpy & fuzzy interior,1 mm,1 mm,8/24/2020,,Yes,,,"NBC 01229, 01269 and 01295 and likely duplicates",NBC 01269,53. Compost pile,"Essen, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' sister's place
NBC 01270,CWH 55,Germany,tan / brown,outer radial lines / bumpy interior,No,unsure,8/24/2020,,Yes,,,"NBC 01270 and 01271 might be duplicates, but not certain about this",NBC 01270,55. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01271,CWH 55,Germany,tan / white / gray,bumpy / fuzzy,No,No,8/24/2020,,Yes,,,"NBC 01270 and 01271 might be duplicates, but not certain about this",NBC 01271,55. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01272,CWH 56,Germany,white / gray,bumpy,reduced ZOI,No,8/24/2020,,,,,,NBC 01272,56. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01273,CWH 56,Germany,fluorescent yellow / white / gray,fuzzy,reduced ZOI,No,8/24/2020,Yes,Yes,,,"Reduced ZOI is large, about 25 mm.  Fluorescent yellow color reminds me of actinomycin",NBC 01273,56. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01274,CWH 56,Germany,gray / white,flat / small bumps,No,reduced ZOI,8/24/2020,,Yes,,,fast grower,NBC 01274,56. Compost pile,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Compost pile at Chris' parent's place
NBC 01275,CWH 57,Germany,red,bumpy / digs into agar,No,No,8/24/2020,,Yes,,,,NBC 01275,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01276,CWH 57,Germany,black / gray,wrinkly,No,No,8/24/2020,,Yes,,,,NBC 01276,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01277,CWH 58,Germany,tan / white,bumpy,No,5 mm,8/24/2020,,,,,,NBC 01277,58. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01278,CWH 57,Germany,tan,bumpy,reduced ZOI,bumpy,8/31/2020,,Yes,,,,NBC 01278,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01279,CWH 58,Germany,tan / white,bumpy / fuzzy,No,No,8/31/2020,,,,,,NBC 01279,58. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01280,CWH 58,Germany,orange / white / gray,bumpy,No,No,8/24/2020,,Yes,,,Mr. Everywhere,NBC 01280,58. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01281,Anholt19,Denmark,tan / white / gray,wrinkly,No,No,8/24/2020,,Yes,,,,NBC 01281,19. soil in bog,"Edge of Flakket bog, Anholt",56.718442   11.538880,2020-06-28,Tue Jørgensen, ISP4,
NBC 01282,Ege-Hassel skoven,Denmark,tan / white,bumpy,No,No,8/24/2020,,,,,,NBC 01282,Ege-Hasselskoven,Livø,"56°53'42""N 9°4'49""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01283,Ejerslev Blue Lagoon,Denmark,red / orange / white,wrinkly,No,No,8/24/2020,,Yes,,,,NBC 01283,"""Den Blå Lagune"" molerklint","Ejerslev, Nykøbing Mors","56°55'6""N 8°55'15""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01284,Lv hultraeet,Denmark,tan,flat / digs into agar,No,No,8/24/2020,,,,,,NBC 01284,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01285,Lv hultraeet,Denmark,tan / white / gray,small bumps,No,No,8/24/2020,,Yes,,,,NBC 01285,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01286,Lv hultraeet,Denmark,tan / white,wrinkly,No,No,8/24/2020,,Yes,,,,NBC 01286,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01287,CWH 33,Denmark,did not grow,did not grow,,,8/24/2020,,Yes,,,,NBC 01287,33. mossy forest soil,Knudsø,"56°05'46.3""N 9°46'31.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01288,CWH 33,Denmark,tan,bumpy,No,No,8/24/2020,,Yes,,,,NBC 01288,33. mossy forest soil,Knudsø,"56°05'46.3""N 9°46'31.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01289,CWH 35,Denmark,orange / black,bumpy,No,No,8/24/2020,,Yes,,,,NBC 01289,35. riverbed,Knudsø,"56°05'46.9""N 9°46'29.8""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01290,CWH 35,Denmark,orange,flat / wrinkly,No,No,8/24/2020,,Yes,,,,NBC 01290,35. riverbed,Knudsø,"56°05'46.9""N 9°46'29.8""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01291,CWH 09,Denmark,did not grow,did not grow,,,8/24/2020,,,,,,NBC 01291,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01292,Apple Island,Denmark,orange,bumpy,No,No,8/24/2020,,,,,,NBC 01292,"All 6 samples from CWH 45 to CWH 50 came from the sample place (Æbelø / Apple Island), but we did not distinguish the different locations when isolating strains",Æbelø,"55°38'04.3""N 10°10'48.5""E",2020-07-01,Christopher Whitford, ISP4,Chris' road trip around Denmark
NBC 01293,CWH 09,Denmark,white / gray / pink,bumpy,No,No,9/17/2020,,,,,,NBC 01293,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01294,Mstd3,Denmark,tan,wrinkly,reduced ZOI,reduced ZOI,8/26/2020,,Yes,,,,NBC 01294,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01295,CWH 57,Germany,tan / gray,fortress-like,1 mm,2 mm,8/26/2020,,Yes,,,"NBC 01229, 01269 and 01295 are likely duplicates",NBC 01295,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01296,CWH 58,Germany,tan,wrinkly,No,No,8/26/2020,,Yes,,,,NBC 01296,58. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01297,Lv graeseng,Denmark,tan,wrinkly,No,No,8/26/2020,,Yes,,,,NBC 01297,Græseng,Livø,"56°53'16""N 9°5'47""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01298,Ejerslev Blue Lagoon,Denmark,tan,peeling off,No,No,8/26/2020,,Yes,,,,NBC 01298,"""Den Blå Lagune"" molerklint","Ejerslev, Nykøbing Mors","56°55'6""N 8°55'15""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01299,Vrads,Denmark,tan / white / gray,fluffy,No,reduced ZOI,8/28/2020,,Yes,,,,NBC 01299,Field of grass / brush,Vrads,"56° 3' 36"" N   9° 27' 52"" E",2020-06-29,Charlotte Beck, ISP4 & MS,
NBC 01300,Vrads,Denmark,dark gray,fluffy / small water droplets,6 mm,reduced ZOI,8/28/2020,,Yes,,,,NBC 01300,Field of grass / brush,Vrads,"56° 3' 36"" N   9° 27' 52"" E",2020-06-29,Charlotte Beck, ISP4 & MS,
NBC 01301,Hblde Bakker,Denmark,tan / white,fluffy / white dots,4 mm,reduced ZOI,8/28/2020,,,,,,NBC 01301,Field of grass / brush,"Hørbylunde Bakker, Engesvang","56° 8' 29"" N   9° 23' 28"" E",2020-06-28,Charlotte Beck, ISP4 & MS,Could not isolate any strains from this sample
NBC 01302,Hblde Bakker,Denmark,tan / white / pink,fortress-like,reduced ZOI,No,8/28/2020,,Yes,,,,NBC 01302,Field of grass / brush,"Hørbylunde Bakker, Engesvang","56° 8' 29"" N   9° 23' 28"" E",2020-06-28,Charlotte Beck, ISP4 & MS,Could not isolate any strains from this sample
NBC 01303,Givskud,Denmark,orange / white,peeling off,10 mm,10 mm,8/28/2020,,,,,NBC 01303 and 01308 are likely duplicates,NBC 01303,Field of grass / brush,Givskud,"55° 48' 29"" N   9° 22' 11"" E",2020-07-01,Charlotte Beck, ISP4 & MS,
NBC 01304,Ejerslev Blue Lagoon,Denmark,black / white,bumpy,No,No,9/3/2020,,Yes,,,,NBC 01304,"""Den Blå Lagune"" molerklint","Ejerslev, Nykøbing Mors","56°55'6""N 8°55'15""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01305,CWH 57,Germany,reddish brown,bumpy,No,No,8/28/2020,,,,,,NBC 01305,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01306,Ege-Hassel skoven,Denmark,tan,flat / wrinkly,No,No,9/3/2020,,Yes,,,,NBC 01306,Ege-Hasselskoven,Livø,"56°53'42""N 9°4'49""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01307,Lv hultraeet,Denmark,white,flower / edge peeling off,No,No,8/28/2020,,Yes,,,,NBC 01307,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01308,Lv hultraeet,Denmark,orange / white,peeling off,15 mm,10 mm,8/28/2020,,,,,NBC 01303 and 01308 are likely duplicates,NBC 01308,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01309,Mstd3,Denmark,tan,flat,No,No,8/28/2020,,Yes,,,,NBC 01309,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01310,Mstd3,Denmark,white / pink,fluffy,No,No,8/28/2020,,Yes,,,,NBC 01310,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01311,Lv Gl. stald,Denmark,purple,flat / fluffy,No,No,8/28/2020,,,,,,NBC 01311,Gammel stald,Livø,"56°53'46""N 9°4'23""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01312,Lv Gl. stald,Denmark,tan,peeling off,No,No,8/28/2020,,,,,,NBC 01312,Gammel stald,Livø,"56°53'46""N 9°4'23""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01313,EVB13,Denmark,gray / brown,"""turtle shield""",reduced ZOI,No,9/7/2020,Yes,,,,,NBC 01313,"E13. Råvænget 34, v. Rhododendron vest",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01314,Lv Gl. stald,Denmark,tan / white / gray,bumpy,No,No,8/31/2020,,Yes,,,,NBC 01314,Gammel stald,Livø,"56°53'46""N 9°4'23""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01315,Lv Gl. stald,Denmark,tan / white / gray,fuzzy,No,No,8/31/2020,,,,,,NBC 01315,Gammel stald,Livø,"56°53'46""N 9°4'23""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01316,Givskud,Denmark,light tan / white / gray,bumpy,No,No,8/31/2020,,,,,,NBC 01316,Field of grass / brush,Givskud,"55° 48' 29"" N   9° 22' 11"" E",2020-07-01,Charlotte Beck, ISP4 & MS,
NBC 01317,Sepstrup,Denmark,tan,bumpy,10 mm,15 mm,8/31/2020,,Yes,,,,NBC 01317,Field of grass / brush,Sepstrup,"56° 4' 43"" N   9° 26' 59"" E",2020-06-29,Charlotte Beck, ISP4 & MS,
NBC 01318,Ejerslev Blue Lagoon,Denmark,tan / white / gray,bumpy / fuzzy,No,No,8/31/2020,,Yes,,,,NBC 01318,"""Den Blå Lagune"" molerklint","Ejerslev, Nykøbing Mors","56°55'6""N 8°55'15""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01319,CWH 09,Denmark,tan / white,flat / wrinkly,No,No,8/31/2020,,,,,,NBC 01319,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01320,Lv hultraeet,Denmark,white / gray,bumpy,No,No,9/3/2020,,Yes,,,,NBC 01320,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01321,Lv hultraeet,Denmark,gray,small bumps,No,No,9/3/2020,,Yes,,,,NBC 01321,Hultræet,Livø,"56°53'38""N 9°4'58""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01322,Hanklit,Denmark,tan,small bumps,No,No,9/3/2020,,,,,Not sure this is an actino,NBC 01322,"""Hanklit"" molerklint","Flade, Nykøbing Mors","56°56'6""N 8°38'30""E",2020-07-21,Sofie Hornslet, ISP4,
NBC 01323,Lv Gl. stald,Denmark,white / gray,bumpy,No,No,9/3/2020,,,,,,NBC 01323,Gammel stald,Livø,"56°53'46""N 9°4'23""E",2020-07-18,Sofie Hornslet, ISP4 & MS,
NBC 01324,Hblde Bakker,Denmark,tan,flat,No,No,9/3/2020,,Yes,,,,NBC 01324,Field of grass / brush,"Hørbylunde Bakker, Engesvang","56° 8' 29"" N   9° 23' 28"" E",2020-06-28,Charlotte Beck, ISP4 & MS,Could not isolate any strains from this sample
NBC 01325,Hblde Bakker,Denmark,tan / white / gray,small bumps,30 mm,40 mm,9/3/2020,,Yes,,,Undoubtedly another polar compound.  Streptothricin again?,NBC 01325,Field of grass / brush,"Hørbylunde Bakker, Engesvang","56° 8' 29"" N   9° 23' 28"" E",2020-06-28,Charlotte Beck, ISP4 & MS,Could not isolate any strains from this sample
NBC 01326,Mstd3,Denmark,tan / white,large bumps,No,No,9/3/2020,,,,,,NBC 01326,3. Mønsted åben kalkbrud,Mønsted,"56°27'7""N 9°10'18""E",2020-07-21,Sofie Hornslet, ISP4 & MS,
NBC 01327,CWH 33,Denmark,tan,flat,No,No,9/3/2020,,Yes,,,,NBC 01327,33. mossy forest soil,Knudsø,"56°05'46.3""N 9°46'31.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01328,CWH 57,Germany,brown / white / gray,bumpy,No,No,9/3/2020,,Yes,,,,NBC 01328,57. Garden,"Dorsten, Germany",,2020-07-01,Christopher Whitford, ISP4,Chris' parent's garden
NBC 01329,CWH 09,Denmark,tan,flat,No,No,9/3/2020,,Yes,,,Very likely a duplicate. This phenotype/strain has shown up frequently lately.,NBC 01329,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01330,CWH 09,Denmark,tan,flat,No,No,9/3/2020,,,,,Not sure this is an actino,NBC 01330,9) wet forest soil near alpaca farm,Tranekær,"55°01'27.8""N 10°50'36.1""E",2020-07-01,Christopher Whitford, ISP4 & MS,Chris' road trip around Denmark
NBC 01331,EVB14,Denmark,light green,bumpy,No,No,9/7/2020,,Yes,,,,NBC 01331,"E14. Råvænget 34, v. Sct. Hansurt 2",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01332,EVB15,Denmark,yellow / white,flat,4 mm,No,9/7/2020,,Yes,,,Looks like it produces actinomycin,NBC 01332,"E15. Råvænget 34, v. Rose Barkarole",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01333,EVB16,Denmark,white,fortress-like,No,No,9/7/2020,,Yes,,,,NBC 01333,"E16. Råvænget 34, v. Sct. Hansurt 1",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01334,EVB16,Denmark,golden gray,bumpy,No,2 mm,9/7/2020,,Yes,,,,NBC 01334,"E16. Råvænget 34, v. Sct. Hansurt 1",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01335,EVB6,Denmark,tan,peeling off,No,No,9/7/2020,,Yes,,,,NBC 01335,"E6. Ny Hammersholt, Fireweed rhizome, by bog",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01336,EVB6,Denmark,gray,bumpy,1 mm,No,9/7/2020,,Yes,,,,NBC 01336,"E6. Ny Hammersholt, Fireweed rhizome, by bog",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01337,EVB7,Denmark,white,bumpy,No,reduced ZOI,9/7/2020,,Yes,,,,NBC 01337,"E7. Ny Hammersholt, Soil from Eva's garden, 1m deep",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01338,EVB8,Denmark,white,fuzzy,No,2 mm,9/7/2020,,Yes,,,,NBC 01338,"E8. Ny Hammersholt, meadow composting fence, by Bæverdalen 26",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01339,EVB8,Denmark,light yellow,fuzzy,8 mm,10 mm,9/7/2020,,,,,Interesting color,NBC 01339,"E8. Ny Hammersholt, meadow composting fence, by Bæverdalen 26",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01340,EVB9,Denmark,brown / white,bumpy,No,No,9/7/2020,,Yes,,,,NBC 01340,"E9. Ny Hammersholt, Meadow path by Eva's house",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01341,EVB11,Denmark,dark gray,flat,No,No,9/7/2020,,Yes,,,,NBC 01341,"E11. Leerbjerg Lod, Bog, root of willow by surface",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01342,EVB12,Denmark,white,spider web-like,No,No,9/7/2020,,,,,,NBC 01342,"E12. Råvænget 34, v. Rhododendron øst",Birkerød,,2020-08-01,Eva Sterndorff, ISP4,
NBC 01343,EVB2,Denmark,rose pink,bumpy,1 mm,No,9/7/2020,Yes,Yes,,,,NBC 01343,"E2. Leerbjerg Lod, Bur - reed rhizome",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01344,EVB2,Denmark,dark gray,fortress-like,No,2 mm,9/7/2020,,Yes,,,,NBC 01344,"E2. Leerbjerg Lod, Bur - reed rhizome",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01345,EVB3,Denmark,white,wrinkly,No,No,9/7/2020,,Yes,,,,NBC 01345,"E3. Ny Hammersholt, Eva's compost 5 cm deep",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01346,EVB4,Denmark,white,wrinkly,No,No,9/7/2020,,Yes,,,,NBC 01346,"E4. Ny Hammersholt, meadow community compost 10 cm deep",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01347,EVB4,Denmark,dark gray  / white,fortress-like,reduced ZOI,1 mm,9/7/2020,Yes,Yes,,,,NBC 01347,"E4. Ny Hammersholt, meadow community compost 10 cm deep",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01348,EVB5,Denmark,white,wrinkly,No,No,9/7/2020,,,,,,NBC 01348,"E5. Ny Hammersholt, community compost bn. Hawthorn",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01349,EVB5,Denmark,tan,peeling off,No,No,9/7/2020,,,,,,NBC 01349,"E5. Ny Hammersholt, community compost bn. Hawthorn",Hillerød,,2020-08-23,Eva Sterndorff, ISP4,
NBC 01350,CWH 01,Denmark,tan,wrinkly,No,No,9/7/2020,,,,,,NBC 01350,1,Stevns Klint,"55°16'37.3""N 12°26'40.2""E",2020-07-01,Christopher Whitford, ISP4,Chris' road trip around Denmark
